GROUPE (HP2);NOM GROUPE;BATIMENTS (HP3);Adresse;Code postal;Ville;Date de construction;Date de mise en service;Nb d'escaliers (HP4);Nb de lots;Nb de logements;Nb d'ateliers;Nb de parkings;Nb de commerces;Surface utile SUT;Surface habitable SHAB;Surface réelle SRE;Surface réelle commerces;Surface chauffée SCH
111JP;TIMBAUD 23;02;23 rue  Jean-Pierre Timbaud;75011;PARIS;22/03/2022;17/10/2019;1;1;0;0;0;1;0;0;0;216;0
111JP;TIMBAUD 23;01;23 rue  Jean-Pierre Timbaud;75011;PARIS;22/03/2022;17/10/2019;2;13;12;0;0;1;854;814;814;1 285;0
111LA;LAPPE 45;01;45 rue de Lappe;75011;PARIS;;01/06/1988;1;6;6;0;0;0;0;360;360;370;0
111LC;LACHARRIERE 8BIS/10;PKC1;8BIS rue  Lacharrière;75011;PARIS;01/01/1971;01/11/2021;0;44;0;0;44;0;0;0;0;516;0
111LC;LACHARRIERE 8BIS/10;01;8BIS rue  Lacharrière;75011;PARIS;01/01/1971;01/01/2009;2;44;43;0;0;0;2 590;2 513;2 513;2 717;2 513
111M2;MORET 22/26;01;22/26 rue  Moret;75011;PARIS;01/06/1998;20/11/1998;3;27;25;0;0;2;0;1 585;1 585;1 786;0
111M2;MORET 22/26;PKC1;24 rue  Moret;75011;PARIS;01/06/1998;20/11/1998;0;28;0;0;28;0;0;0;0;370;0
111ME;MERCOEUR;01A;15 rue  Mercoeur;75011;PARIS;01/01/1940;01/01/1940;3;37;36;0;0;0;0;2 070;2 070;2 166;2 070
111ME;MERCOEUR;CHF1;11 rue  Mercoeur;75011;PARIS;01/01/1940;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
111ME;MERCOEUR;PKC1;17/23 rue  Mercoeur;75011;PARIS;01/01/1940;01/01/1940;2;142;0;0;142;0;0;0;0;1 476;0
111ME;MERCOEUR;PKA2;11 rue  Mercoeur;75011;PARIS;01/01/1940;01/01/1940;1;42;0;0;42;0;0;0;0;18;0
111ME;MERCOEUR;03;19 rue  Mercoeur;75011;PARIS;01/01/1940;01/01/1940;4;79;78;0;0;0;0;4 694;4 694;4 816;4 777
111ME;MERCOEUR;01B;3 rue  Mercoeur;75011;PARIS;01/01/1940;01/01/1940;4;72;72;0;0;0;0;2 967;2 967;3 125;2 967
111MJ;MOULIN JOLY 31/35;PKC1;35 rue du Moulin Joly;75011;PARIS;15/02/1986;01/12/2021;0;21;0;0;21;0;0;0;0;285;0
111MJ;MOULIN JOLY 31/35;02;31 rue du Moulin Joly;75011;PARIS;28/02/2018;15/02/1986;1;1;1;0;0;0;0;97;97;99;97
111MJ;MOULIN JOLY 31/35;01;31/35 rue du Moulin Joly;75011;PARIS;15/02/1986;15/02/1986;1;30;29;0;0;0;0;2 081;2 081;2 291;2 081
111MO;MAIN D'OR - CHARONNE 60;01;60 rue de Charonne;75011;PARIS;01/08/1987;01/01/1940;3;34;33;0;0;1;0;2 069;2 069;2 213;0
111MO;MAIN D'OR - CHARONNE 60;PKC1;60 rue de Charonne;75011;PARIS;01/08/1987;01/01/1940;0;33;0;0;33;0;0;0;0;430;0
111P2;PHILIPPE AUGUSTE 26 - MO;B;26 avenue  Philippe-Auguste;75011;PARIS;01/04/1962;01/01/1940;3;41;40;0;0;1;0;2 470;2 470;4 041;2 426
111P2;PHILIPPE AUGUSTE 26 - MO;A;26BIS avenue  Philippe-Auguste;75011;PARIS;01/04/1962;01/01/1940;3;66;63;0;0;1;42;4 143;4 101;4 398;4 081
111P2;PHILIPPE AUGUSTE 26 - MO;PKA3;32 BIS avenue  Philippe-Auguste;75011;PARIS;01/04/1962;01/01/1940;0;27;0;0;27;0;0;0;0;0;0
111P2;PHILIPPE AUGUSTE 26 - MO;PKC2;26 avenue  Philippe-Auguste;75011;PARIS;01/04/1962;01/10/2015;0;40;0;0;40;0;0;0;0;673;0
111P2;PHILIPPE AUGUSTE 26 - MO;TER1;26 avenue  Philippe-Auguste;75011;PARIS;01/04/1962;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
111P3;PHILIPPE AUGUSTE 36;CHF1;36 avenue  Philippe-Auguste;75011;PARIS;01/05/1954;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
111P3;PHILIPPE AUGUSTE 36;123;36 avenue  Philippe-Auguste;75011;PARIS;01/05/1954;01/01/1940;6;76;74;0;0;1;0;5 027;4 991;5 507;5 140
111P3;PHILIPPE AUGUSTE 36;PKC1;36 avenue  Philippe-Auguste;75011;PARIS;01/05/1954;01/01/1940;0;20;0;0;20;0;0;0;0;288;0
111P4;PHILIPPE AUGUSTE 13BIS;01;13BIS avenue  Philippe-Auguste;75011;PARIS;01/01/1900;07/03/2003;8;27;24;0;0;2;1 161;1 101;1 101;1 297;25
111PA;PASTEUR 19 POPINCOURT;01;19 rue  Pasteur;75011;PARIS;21/12/2000;30/10/2004;9;42;36;0;0;5;1 717;1 631;1 631;2 345;1 667
111PB;PAUL BERT CESSELIN AMEUB;03;10 rue  Cesselin;75011;PARIS;01/09/2006;21/11/2006;2;7;6;0;0;1;366;355;355;485;0
111PB;PAUL BERT CESSELIN AMEUB;01;12/12BIS rue  Paul Bert;75011;PARIS;01/09/2006;21/11/2006;2;11;10;0;0;1;720;696;696;824;0
111PB;PAUL BERT CESSELIN AMEUB;PKC1;12 rue  Paul Bert;75011;PARIS;01/09/2006;13/01/2007;0;50;0;0;50;0;0;0;0;640;0
111PB;PAUL BERT CESSELIN AMEUB;02;7 rue  Cesselin;75011;PARIS;01/09/2006;13/01/2007;6;33;27;0;0;5;1 806;1 768;1 768;2 576;0
111PE;PETION 44-50;PKC1;44/50 rue  Pétion;75011;PARIS;22/06/1979;01/01/2007;0;46;0;0;46;0;0;0;0;33;0
111PE;PETION 44-50;01;44/50 rue  Pétion;75011;PARIS;22/06/1979;01/01/2007;5;42;40;0;0;1;2 853;2 761;2 761;3 527;2 605
111PI;PIHET 5-FOLIE MERICOURT;01;5 rue  Pihet;75011;PARIS;01/05/1988;01/07/1988;2;31;31;0;0;0;0;1 797;1 797;1 837;0
111PI;PIHET 5-FOLIE MERICOURT;PKC1;38/A rue de la Folie Méricourt;75011;PARIS;01/05/1988;01/07/1988;0;29;0;0;29;0;0;0;0;409;0
111PI;PIHET 5-FOLIE MERICOURT;PKA2;38/A rue de la Folie Méricourt;75011;PARIS;01/05/1988;01/07/1988;0;2;0;0;2;0;0;0;0;26;0
111PR;PARMENTIER49;AC02;49 avenue  Parmentier;75011;PARIS;;12/10/2016;0;1;0;0;0;1;0;0;0;57;57
111PR;PARMENTIER49;AC03;49 avenue  Parmentier;75011;PARIS;;12/10/2016;0;1;0;0;0;1;0;0;0;34;34
111PR;PARMENTIER49;AC01;49 avenue  Parmentier;75011;PARIS;;12/10/2016;0;1;0;0;0;1;0;0;0;15;15
111PR;PARMENTIER49;01;49 avenue  Parmentier;75011;PARIS;;12/10/2016;1;11;11;0;0;0;537;514;514;560;0
111PR;PARMENTIER49;02;49 avenue  Parmentier;75011;PARIS;;12/10/2016;1;7;7;0;0;0;184;170;170;197;0
111R2;ROBERT ET SONIA DELAUNAY;PKC1;3/9 passage du Bureau;75011;PARIS;01/02/1991;01/01/1940;2;137;0;0;137;0;0;0;0;1 649;0
111R2;ROBERT ET SONIA DELAUNAY;01;2 rue  Robert et Sonia Delaunay;75011;PARIS;01/02/1991;01/01/1940;6;65;60;0;0;4;0;4 404;4 404;5 017;5
111R2;ROBERT ET SONIA DELAUNAY;02;8BIS rue  Robert et Sonia Delaunay;75011;PARIS;01/02/1991;01/01/1940;8;58;54;0;0;3;0;3 721;3 721;4 592;0
111R3;ROBERT ET SONIA DELAUNAY;PKC3;101 boulevard de Charonne;75011;PARIS;01/03/1996;01/03/1996;0;128;0;0;128;0;0;0;0;1 535;0
111R3;ROBERT ET SONIA DELAUNAY;03;37 rue  Robert et Sonia Delaunay;75011;PARIS;01/03/1996;01/01/1996;11;90;82;0;0;5;6 122;5 846;5 836;7 577;4 565
111R9;CHARLES DALLERY 27/29;PKC1;27 passage  Charles Dallery;75011;PARIS;18/03/2001;01/04/2002;0;10;0;0;10;0;0;0;0;123;0
111R9;CHARLES DALLERY 27/29;TER1;90 rue de la Roquette;75011;PARIS;18/03/2001;01/01/2001;5;0;0;0;0;0;0;0;0;0;0
111R9;CHARLES DALLERY 27/29;01;27/29 passage  Charles Dallery;75011;PARIS;18/03/2001;01/01/2001;1;21;21;0;0;0;1 495;1 408;1 408;1 594;0
111RO;ROQUETTE-RANVIER-FOLIE R;A;3 rue  Henri Ranvier;75011;PARIS;01/01/1931;01/01/1931;25;175;157;1;0;15;0;7 103;7 103;8 591;268
111RO;ROQUETTE-RANVIER-FOLIE R;B;18 rue  Henri Ranvier;75011;PARIS;01/01/1931;01/01/1931;11;163;159;0;0;3;0;7 307;7 307;7 872;0
111RO;ROQUETTE-RANVIER-FOLIE R;PKC1;3 rue  Félix Voisin;75011;PARIS;01/01/1931;01/01/1931;0;6;0;0;6;0;0;0;0;85;0
111S1;SAINT SEBASTIEN 11;01;11 rue  Saint Sébastien;75011;PARIS;01/08/1996;01/08/1996;1;14;14;0;0;0;0;1 008;1 008;1 028;0
111S1;SAINT SEBASTIEN 11;PKC1;11 rue  Saint Sébastien;75011;PARIS;01/08/1996;01/08/1996;0;16;0;0;16;0;0;0;0;217;0
111S9;SAINT SEBASTIEN 9;PKA1;9 rue  Saint Sébastien;75011;PARIS;01/05/1987;01/09/1987;0;3;0;0;3;0;0;0;0;30;0
111S9;SAINT SEBASTIEN 9;01;9 rue  Saint Sébastien;75011;PARIS;01/05/1987;01/09/1987;7;38;34;0;0;4;0;2 034;2 034;2 635;0
111SD;SEDAINE 35 FOYER/COM;01;35 rue  Sedaine;75011;PARIS;01/01/1970;31/07/2009;0;0;0;0;0;0;0;0;0;0;0
111SE;SERVAN 28/30-OMER TALON;CHF1;30 rue  Servan;75011;PARIS;01/12/1959;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
111SE;SERVAN 28/30-OMER TALON;PKA1;2 rue  Omer Talon;75011;PARIS;01/12/1959;01/01/1940;0;17;0;0;17;0;0;0;0;0;0
111SE;SERVAN 28/30-OMER TALON;01;30 rue  Servan;75011;PARIS;01/12/1959;01/01/1940;3;55;54;0;0;0;0;2 466;2 466;2 477;2 469
111T1;JP TIMBAUD 110-OBERKAMPF;E1;137 rue  Oberkampf;75011;PARIS;01/02/1978;01/01/1940;2;34;33;0;0;0;0;2 288;2 288;2 542;2 288
111T1;JP TIMBAUD 110-OBERKAMPF;C1;112BIS rue  Jean-Pierre Timbaud;75011;PARIS;01/02/1978;01/01/1940;1;48;47;0;0;0;0;2 996;2 996;3 111;3 003
111T1;JP TIMBAUD 110-OBERKAMPF;B1;110BIS rue  Jean-Pierre Timbaud;75011;PARIS;01/02/1978;01/01/1940;1;19;19;0;0;0;0;1 170;1 170;1 191;1 170
111T1;JP TIMBAUD 110-OBERKAMPF;E2;137 rue  Oberkampf;75011;PARIS;01/02/1978;01/01/1940;1;36;35;0;0;0;0;2 268;2 268;2 422;2 277
111T1;JP TIMBAUD 110-OBERKAMPF;B2;112 rue  Jean-Pierre Timbaud;75011;PARIS;01/02/1978;01/01/1940;1;20;19;0;0;0;36;1 184;1 149;1 187;1 149
111T1;JP TIMBAUD 110-OBERKAMPF;PKC1;110 rue  Jean-Pierre Timbaud;75011;PARIS;01/02/1978;01/01/1940;1;132;0;0;132;0;0;0;0;1 732;0
111T1;JP TIMBAUD 110-OBERKAMPF;C2;114 rue  Jean-Pierre Timbaud;75011;PARIS;01/02/1978;01/10/2006;2;47;45;0;0;0;0;3 032;3 032;3 355;3 032
111T1;JP TIMBAUD 110-OBERKAMPF;D;137 rue  Oberkampf;75011;PARIS;01/02/1978;01/01/1940;1;21;21;0;0;0;0;1 528;1 528;1 588;1 528
111T2;JP TIMBAUD 110-OBERKAMPF;A;110 rue  Jean-Pierre Timbaud;75011;PARIS;01/02/1978;01/01/1940;1;41;40;0;0;0;0;2 337;2 337;2 337;2 345
111T2;JP TIMBAUD 110-OBERKAMPF;F1;137 rue  Oberkampf;75011;PARIS;01/02/1978;01/01/1940;1;31;31;0;0;0;0;2 014;2 014;2 147;2 014
111T2;JP TIMBAUD 110-OBERKAMPF;F2;137 rue  Oberkampf;75011;PARIS;01/02/1978;01/01/1940;1;32;30;0;0;0;0;2 020;1 938;2 139;2 028
111T2;JP TIMBAUD 110-OBERKAMPF;G;137/139 rue  Oberkampf;75011;PARIS;01/02/1978;01/01/1940;5;64;60;0;0;3;0;3 930;3 930;4 390;3 930
111T2;JP TIMBAUD 110-OBERKAMPF;PKC1;139 rue  Oberkampf;75011;PARIS;01/02/1978;01/01/1940;1;256;0;0;256;0;0;0;0;3 317;0
111TB;CITE DES 3 BORNES 6;A;;;;;01/04/2004;0;0;0;0;0;0;0;0;0;0;0
111TC;TAILLEBOURG - CHARONNE;PKA2;10 passage du Trône;75011;PARIS;01/05/1956;01/01/1940;0;10;0;0;10;0;0;0;0;0;0
111TC;TAILLEBOURG - CHARONNE;A;15/21 boulevard de Charonne;75011;PARIS;01/05/1956;01/01/1940;6;50;45;0;0;4;0;3 508;3 437;3 908;3 832
111TC;TAILLEBOURG - CHARONNE;PKC1;10 avenue de Taillebourg;75011;PARIS;01/05/1956;01/01/1940;0;35;0;0;35;0;0;0;0;507;0
111TI;TITON 30;01;30 rue  Titon;75011;PARIS;01/05/1984;19/02/1999;1;20;19;0;0;0;0;1 346;1 346;1 346;0
111TR;TRONE 9 - CHARONNE - A;01;9 avenue du Trône;75011;PARIS;;01/06/1990;1;12;12;0;0;0;0;669;669;669;0
111VA;VAUCOULEURS-ORILLON-MOUL;COM1;32 rue de l' Orillon;75011;PARIS;01/12/1982;01/01/1940;1;1;0;0;0;1;0;0;0;734;0
111VA;VAUCOULEURS-ORILLON-MOUL;E;30 rue de Vaucouleurs;75011;PARIS;01/12/1982;01/01/1940;1;3;3;0;0;0;0;331;331;364;331
111VA;VAUCOULEURS-ORILLON-MOUL;C;28 rue de Vaucouleurs;75011;PARIS;01/12/1982;01/01/1940;4;25;24;0;0;1;0;1 832;1 832;2 248;1 832
111VA;VAUCOULEURS-ORILLON-MOUL;B;32/34 rue de l' Orillon;75011;PARIS;01/12/1982;01/01/1940;1;25;22;0;0;0;0;1 542;1 542;1 602;1 542
111VA;VAUCOULEURS-ORILLON-MOUL;A;37 rue du Moulin Joly;75011;PARIS;01/12/1982;01/01/1940;1;11;11;0;0;0;0;625;625;689;625
111VA;VAUCOULEURS-ORILLON-MOUL;F;30 rue de Vaucouleurs;75011;PARIS;01/12/1982;01/01/1940;1;3;3;0;0;0;0;210;210;231;210
111VA;VAUCOULEURS-ORILLON-MOUL;PKC1;32/34 rue de l' Orillon;75011;PARIS;01/12/1982;15/06/2017;2;92;0;0;92;0;0;0;0;1 217;0
111VA;VAUCOULEURS-ORILLON-MOUL;01;36 rue de Vaucouleurs;75011;PARIS;01/12/1982;01/01/1940;5;48;44;0;0;3;0;2 845;2 845;3 611;13
111VA;VAUCOULEURS-ORILLON-MOUL;D;26 rue de Vaucouleurs;75011;PARIS;01/12/1982;01/01/1940;1;3;3;0;0;0;0;213;213;240;213
111VF;FONTAINE AU ROI 92;01;92 rue de la Fontaine au Roi;75011;PARIS;15/07/1990;15/07/1990;1;22;22;0;0;0;0;1 305;1 305;1 400;0
111VL;VOLTAIRE 200;01;200 boulevard  Voltaire;75011;PARIS;28/02/2018;26/08/2006;1;4;2;0;0;1;56;56;56;98;0
111VM;VILLAMARCÈS 21;01;21 villa  Marcès;75011;PARIS;31/10/2016;30/06/2017;1;10;10;0;0;0;574;552;552;598;0
111VO;VOLTAIRE 263;C;;;;;01/06/2006;0;0;0;0;0;0;0;0;0;0;0
111VO;VOLTAIRE 263;A;;;;;01/06/2006;2;0;0;0;0;0;0;0;0;0;0
111VO;VOLTAIRE 263;01;263 boulevard  Voltaire;75011;PARIS;;01/06/2006;5;31;29;0;0;2;1 046;1 000;1 000;1 232;62
111VO;VOLTAIRE 263;B;;;;;01/06/2006;2;0;0;0;0;0;0;0;0;0;0
111VT;VOLTAIRE156 ;01;156 boulevard  Voltaire;75011;PARIS;;08/02/2018;2;7;6;0;0;1;405;384;384;553;384
112A5;AUBRAC 5-GABRIEL LAME-AM;B;5 rue de l' Aubrac;75012;PARIS;01/09/1994;01/09/1994;6;58;54;0;0;3;0;3 592;3 592;4 211;0
112A5;AUBRAC 5-GABRIEL LAME-AM;PKC1;5 rue de l' Aubrac;75012;PARIS;01/09/1994;01/09/1994;0;78;0;0;78;0;0;0;0;944;0
112A6;AUBRAC 6-GABRIEL LAME;ADMI;6 rue de l' Aubrac;75012;PARIS;01/10/1994;01/10/1994;0;0;0;0;0;0;0;0;0;0;0
112A6;AUBRAC 6-GABRIEL LAME;PKC2;6 rue de l' Aubrac;75012;PARIS;01/10/1994;01/10/1994;0;74;0;0;74;0;0;0;0;906;0
112A6;AUBRAC 6-GABRIEL LAME;A;6 rue de l' Aubrac;75012;PARIS;01/10/1994;01/10/1994;6;59;55;0;0;2;0;3 674;3 674;4 191;0
112AL;ALIGRE 5;01;5 place d' Aligre;75012;PARIS;;01/04/2012;5;20;17;0;0;3;574;574;574;841;0
112AL;ALIGRE 5;02;5 place d' Aligre;75012;PARIS;;01/04/2012;3;22;20;0;0;2;475;467;467;528;24
112AN;ARNOLD NETTER-SAHEL;F;17 rue du Sahel;75012;PARIS;01/12/1951;01/01/1940;4;34;29;0;0;0;0;1 675;1 675;1 701;63
112AN;ARNOLD NETTER-SAHEL;B;1/3 avenue du Docteur Arnold Netter;75012;PARIS;01/12/1951;01/01/1940;3;10;9;0;0;1;0;629;629;700;79
112AN;ARNOLD NETTER-SAHEL;A;1/3 avenue du Docteur Arnold Netter;75012;PARIS;01/12/1951;01/01/1940;7;22;18;0;0;4;0;976;976;1 332;127
112AN;ARNOLD NETTER-SAHEL;C;1/3 avenue du Docteur Arnold Netter;75012;PARIS;01/12/1951;01/01/1940;3;29;29;0;0;0;0;1 598;1 598;1 598;0
112AN;ARNOLD NETTER-SAHEL;E;17 rue du Sahel;75012;PARIS;01/12/1951;01/01/1940;6;25;22;0;0;2;0;1 243;1 243;1 380;0
112AN;ARNOLD NETTER-SAHEL;D;19 rue du Sahel;75012;PARIS;01/12/1951;01/01/1940;2;22;22;0;0;0;0;1 174;1 174;1 174;0
112AN;ARNOLD NETTER-SAHEL;G;17 rue du Sahel;75012;PARIS;01/12/1951;01/01/1940;2;20;18;0;0;0;0;906;906;913;0
112AN;ARNOLD NETTER-SAHEL;PKC1;1/3 avenue du Docteur Arnold Netter;75012;PARIS;01/12/1951;01/01/1940;0;9;0;0;9;0;0;0;0;130;0
112B3;BARON LE ROY 31/35;ADMI;31/35 rue  Baron Le Roy;75012;PARIS;30/10/1996;15/11/1996;0;0;0;0;0;0;0;0;0;0;0
112B3;BARON LE ROY 31/35;01;31 rue  Baron Le Roy;75012;PARIS;30/10/1996;15/11/1996;9;49;40;5;0;0;0;3 531;3 531;3 823;0
112B4;BARON LE ROY 39/43;01;39 rue  Baron Le Roy;75012;PARIS;03/03/1997;01/03/1997;4;58;47;10;0;0;0;4 231;4 231;4 606;0
112B6;MICHEL BIZOT 69/71;01;69 avenue du Général Michel Bizot;75012;PARIS;30/01/1997;05/09/2022;6;54;49;0;0;3;3 906;3 612;3 612;4 433;49
112B6;MICHEL BIZOT 69/71;PKC1;130 rue de Picpus;75012;PARIS;30/01/1997;01/02/1997;0;57;0;0;57;0;0;0;0;787;0
112B6;MICHEL BIZOT 69/71;ADMI;69/71 avenue du Général Michel Bizot;75012;PARIS;30/01/1997;01/02/1997;0;0;0;0;0;0;0;0;0;0;0
112B8;MICHEL BIZOT 85;PKC1;85 avenue du Général Michel Bizot;75012;PARIS;01/07/1989;01/08/1989;1;36;0;0;36;0;0;0;0;428;0
112B8;MICHEL BIZOT 85;02;85 avenue du Général Michel Bizot;75012;PARIS;01/07/1989;01/08/1989;2;36;35;0;0;1;0;2 471;2 471;2 932;0
112BE;BELMONDO 26/32;01;26/32 rue  Paul Belmondo;75012;PARIS;01/01/1994;01/02/2011;6;42;38;0;0;4;3 090;2 850;2 850;3 797;0
112BE;BELMONDO 26/32;PKC1;26/32 rue  Paul Belmondo;75012;PARIS;01/01/1994;01/02/2011;0;65;0;0;65;0;0;0;0;0;0
112BI;MBIZOT 43;01;43 avenue du Général Michel Bizot;75012;PARIS;01/01/1930;10/10/2019;1;24;24;0;0;0;967;939;939;995;939
112BL;BRECHE AUX LOUPS 46;G;46 rue de la Brèche aux Loups;75012;PARIS;01/01/1930;01/01/1930;1;24;24;0;0;0;0;965;965;965;436
112BP;MICHEL BIZOT-PICPUS;PKC1;65/67 avenue du Général Michel Bizot;75012;PARIS;15/07/1988;15/07/1988;0;55;0;0;55;0;0;0;0;675;0
112BP;MICHEL BIZOT-PICPUS;01;65 avenue du Général Michel Bizot;75012;PARIS;15/07/1988;15/07/1988;3;56;55;0;0;0;0;3 521;3 521;3 645;0
112C3;CHARENTON103/103BIS;PKC1;103 rue de Charenton;75012;PARIS;30/09/2006;01/12/2021;0;26;0;0;26;0;0;0;0;337;0
112C3;CHARENTON103/103BIS;01;103/103bis rue de Charenton;75012;PARIS;31/01/2007;31/01/2007;8;38;33;0;0;3;2 046;1 985;1 985;2 312;0
112C7;CHARENTON 174/180;AB;178 rue de Charenton;75012;PARIS;01/12/1996;01/02/1997;4;47;44;0;0;2;0;3 067;3 067;3 871;0
112C7;CHARENTON 174/180;C;174 rue de Charenton;75012;PARIS;01/12/1996;01/02/1997;5;9;5;0;0;4;0;362;362;1 004;0
112C7;CHARENTON 174/180;ADMI;174/180 rue de Charenton;75012;PARIS;14/01/1997;01/02/1997;0;0;0;0;0;0;0;0;0;0;0
112C7;CHARENTON 174/180;PKC1;178 rue de Charenton;75012;PARIS;01/12/1996;01/02/1997;0;56;0;0;56;0;0;0;0;711;0
112C9;CHARENTON 186/192;A;186 rue de Charenton;75012;PARIS;14/01/1998;14/01/1998;3;12;10;0;0;2;0;791;791;1 001;791
112C9;CHARENTON 186/192;PKC1;192 rue de Charenton;75012;PARIS;14/01/1998;01/11/2021;0;45;0;0;45;0;0;0;0;558;0
112C9;CHARENTON 186/192;B;192 rue de Charenton;75012;PARIS;14/01/1998;14/01/1998;2;31;30;0;0;1;0;2 041;2 041;2 487;2 041
112CA;CHARENTON 107;01;107 rue de Charenton;75012;PARIS;01/10/1984;01/10/1984;4;21;19;0;0;2;0;1 509;1 509;1 733;0
112CA;CHARENTON 107;PKC1;107 rue de Charenton;75012;PARIS;01/10/1984;01/12/2021;0;21;0;0;21;0;0;0;0;211;0
112CD;CLAUDE DECAEN 10/12;02;10/12 rue  Claude Decaen;75012;PARIS;16/02/1932;16/02/1932;2;28;27;0;0;0;0;1 168;1 168;1 168;0
112CD;CLAUDE DECAEN 10/12;01;10/12 rue  Claude Decaen;75012;PARIS;16/02/1932;16/02/1932;3;33;29;0;0;2;0;1 357;1 357;1 483;46
112CD;CLAUDE DECAEN 10/12;ADMI;10/12 rue  Claude Decaen;75012;PARIS;16/02/1932;16/02/1932;0;0;0;0;0;0;0;0;0;0;0
112CD;CLAUDE DECAEN 10/12;05;10/12 rue  Claude Decaen;75012;PARIS;16/02/1932;16/02/1932;2;28;28;0;0;0;0;1 235;1 235;1 235;0
112CD;CLAUDE DECAEN 10/12;03;10/12 rue  Claude Decaen;75012;PARIS;16/02/1932;16/02/1932;1;36;35;0;0;0;0;1 574;1 574;1 609;0
112CD;CLAUDE DECAEN 10/12;04;10/12 rue  Claude Decaen;75012;PARIS;16/02/1932;16/02/1932;2;29;28;0;0;0;0;1 382;1 382;1 387;0
112CH;CHARENTON 283/291;G;291 rue de Charenton;75012;PARIS;01/07/1963;01/08/1973;2;79;77;0;0;1;0;5 202;5 202;5 326;5 254
112CH;CHARENTON 283/291;F;291 rue de Charenton;75012;PARIS;01/07/1963;01/08/1973;2;46;39;6;0;0;0;3 666;3 666;3 833;3 822
112CH;CHARENTON 283/291;ADMI;283/291 rue de Charenton;75012;PARIS;01/07/1963;01/08/1973;0;0;0;0;0;0;0;0;0;0;0
112CH;CHARENTON 283/291;PKC2;283 rue de Charenton;75012;PARIS;01/07/1963;01/08/1973;0;67;0;0;67;0;0;0;0;749;0
112CM;CHARENTON-MEUNIER-NICOLA;B;45 rue des Meuniers;75012;PARIS;01/07/1963;01/01/1940;5;154;154;0;0;0;0;8 304;8 304;8 393;8 304
112CM;CHARENTON-MEUNIER-NICOLA;A;295 rue de Charenton;75012;PARIS;01/07/1963;01/01/1940;4;18;16;0;0;2;0;896;896;1 238;1 163
112CM;CHARENTON-MEUNIER-NICOLA;CRE1;291 rue de Charenton;75012;PARIS;01/07/1963;01/01/1940;0;1;0;0;0;1;0;0;0;1 545;0
112CM;CHARENTON-MEUNIER-NICOLA;CHF1;45 rue des Meuniers;75012;PARIS;01/07/1963;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
112CM;CHARENTON-MEUNIER-NICOLA;ADMI;277/295 rue de Charenton;75012;PARIS;01/07/1963;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
112CM;CHARENTON-MEUNIER-NICOLA;COM1;277 rue de Charenton;75012;PARIS;01/07/1963;01/01/1940;0;1;0;0;0;0;0;0;0;516;0
112CM;CHARENTON-MEUNIER-NICOLA;C;20 rue  Nicolaï;75012;PARIS;01/07/1963;01/01/1940;4;155;154;0;0;0;0;7 737;7 737;7 979;7 737
112CM;CHARENTON-MEUNIER-NICOLA;PKA1;45 rue des Meuniers;75012;PARIS;01/07/1963;01/01/1940;3;140;0;0;140;0;0;0;0;0;0
112CM;CHARENTON-MEUNIER-NICOLA;E;20 rue  Nicolaï;75012;PARIS;01/07/1963;01/01/1940;1;11;10;0;0;0;0;729;729;748;729
112CM;CHARENTON-MEUNIER-NICOLA;D;15 rue des Jardiniers;75012;PARIS;01/07/1963;01/01/1940;7;48;44;0;0;3;0;3 357;3 357;3 669;3 357
112CP;CAPRI9;01;9 rue de Capri;75012;PARIS;01/01/1910;11/02/2016;3;26;24;0;0;2;738;710;710;866;0
112CR;CHARENTON-RAMBOUILLET;01;160 rue de Charenton;75012;PARIS;06/03/2002;11/02/2002;10;54;48;0;0;5;3 346;3 211;3 211;4 040;128
112CR;CHARENTON-RAMBOUILLET;ADMI;160 rue de Charenton;75012;PARIS;06/03/2002;11/02/2002;0;0;0;0;0;0;0;0;0;0;0
112CR;CHARENTON-RAMBOUILLET;PKC1;160 rue de Charenton;75012;PARIS;06/03/2002;11/02/2002;0;54;0;0;54;0;0;0;0;694;0
112CT;CLAUDE TILLIER 4;01;4 rue  Claude Tillier;75012;PARIS;;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
112D8;DIDEROT 89/91;01;89/91 boulevard  Diderot;75012;PARIS;01/11/1958;12/10/1958;6;45;41;0;0;3;0;1 933;1 933;2 182;2 015
112D8;DIDEROT 89/91;CHF1;89/91 boulevard  Diderot;75012;PARIS;01/11/1958;12/10/1958;0;0;0;0;0;0;0;0;0;0;0
112D8;DIDEROT 89/91;ADMI;89/91 boulevard  Diderot;75012;PARIS;01/10/1958;12/10/1958;0;0;0;0;0;0;0;0;0;0;0
112D8;DIDEROT 89/91;PKC1;89/91 boulevard  Diderot;75012;PARIS;01/11/1958;12/10/1958;0;12;0;0;12;0;0;0;0;200;0
112DA;DAUMESNIL 231;01;231 avenue  Daumesnil;75012;PARIS;01/10/1951;01/10/1951;4;29;25;0;0;3;0;1 784;1 749;2 028;1 907
112DI;DIDEROT 152;B;152 boulevard  Diderot;75012;PARIS;01/06/1958;01/01/1940;1;13;12;0;0;0;0;696;696;696;695
