HP2;Chaufferie multi HP;Nom Groupe;Nombre de logements;Date de construction;Adresse;Adresse (suite);Code Postal;Ville;Type combustible;Code site;Site;Type d'équipement;Equipement;Commentaire;Marque;Modèle;Puissance;Sous-station chauffage (numéro équipement);Présence Cogénération;Date de mise en service / Date de rénovation;Sonde extérieure avec régulation;Panneaux solaire photovoltaique;Thermique;Travaux réalisés;Date d'achèvement travaux;Adresse de l'opération;Travaux réalisés;Date d'achèvement travaux;Adresse de l'opération
615BA;;PAUL BARRUEL;141;18/10/1932;Paul Barruel (rue ) n° 26/32;;75015;PARIS;Gaz;CHF0000553;26/32 RUE PAUL BARRUEL;CHAUDIERE;CHAUDIERE 3;X 1;VIESSMANN;CHAUDIERE 3 PAROMAT TRIPLEX ZN 037;370;;;09/09/2011;OUI;;;Chaudière      collective      haute      performance énergétique avec contrat  assurant  la  conduite de l’installation;12/10/2022;26-32 RUE PAUL BARRUEL;;;
615CV;;CEINTURE VERTE;543;01/01/1955;Albert Bartholomé (avenue ) n° 2/4;;75015;PARIS;Gaz;CHF0000587;3 SQUARE BRANCION;CHAUDIERE;CHAUDIERE N° 1;X 1;SECCACIER;CHAUDIERE N° 1 PRIMAREX L;400 kW;;;01/01/1998;OUI;;;Chaudière      collective      haute      performance énergétique avec contrat  assurant  la  conduite de l’installation;11/07/2023;3 square brancion;;;
615CV;;CEINTURE VERTE;543;01/01/1955;Albert Bartholomé (avenue ) n° 2/4;;75015;PARIS;Gaz;CHF0000587;3 SQUARE BRANCION;CHAUDIERE;CHAUDIERE N° 2;X 1;SECCACIER;CHAUDIERE N° 2 PRIMAREX L;600 Kw;;;01/01/1998;OUI;;;Chaudière      collective      haute      performance énergétique avec contrat  assurant  la  conduite de l’installation;11/07/2023;3 square brancion;;;
615CV;;CEINTURE VERTE;543;01/01/1955;Albert Bartholomé (avenue ) n° 2/4;;75015;PARIS;Gaz;CHF0000588;27 AV DE LA PORTE DE BRANCION;CHAUDIERE;CHAUDIERE N° 1;X 1;GUILLOT;CHAUDIERE N° 1 VARMAX;450 KW;;;01/01/2018;OUI;;;Chaudière      collective      haute      performance énergétique avec contrat  assurant  la  conduite de l’installation;11/07/2023;3 square brancion;;;
615CV;;CEINTURE VERTE;543;01/01/1955;Albert Bartholomé (avenue ) n° 2/4;;75015;PARIS;Gaz;CHF0000588;27 AV DE LA PORTE DE BRANCION;CHAUDIERE;CHAUDIERE N° 2;X 1;GUILLOT;CHAUDIERE N° 2 VARMAX;390 KW;;;01/01/2018;OUI;;;Chaudière      collective      haute      performance énergétique avec contrat  assurant  la  conduite de l’installation;11/07/2023;3 square brancion;;;
615CV;;CEINTURE VERTE;543;01/01/1955;Albert Bartholomé (avenue ) n° 2/4;;75015;PARIS;Gaz;CHF0000586;32 AV ALBERT BARTHOLOMé;CHAUDIERE;CHAUDIERE 1;X 1;SECCACIER;;400 kW;;;06/06/1998;OUI;;;Chaudière      collective      haute      performance énergétique avec contrat  assurant  la  conduite de l’installation;11/07/2023;3 square brancion;;;
615CV;;CEINTURE VERTE;543;01/01/1955;Albert Bartholomé (avenue ) n° 2/4;;75015;PARIS;Gaz;CHF0000586;32 AV ALBERT BARTHOLOMé;CHAUDIERE;CHAUDIERE 2;X 1;VIESSMANN;VITROCROSSAL;300 kW;;;06/06/2016;OUI;;;Chaudière      collective      haute      performance énergétique avec contrat  assurant  la  conduite de l’installation;11/07/2023;3 square brancion;;;
615EX;;EXPOSITIONS;315;07/07/1933;1/3/5/7/9/11 av pte de la Plaine;38/40/42 bld Lefèbvre;75015;PARIS;Gaz;CHF0000616;8 RUE THUREAU DANGIN;CHAUDIERE;CHAUDIERE 1;X 1;VIESSMANN;CHAUDIERE 1 VITOPLEX 100;550 KW;;;09/09/2011;OUI;;;;;;;;
615EX;;EXPOSITIONS;315;07/07/1933;1/3/5/7/9/11 av pte de la Plaine;38/40/42 bld Lefèbvre;75015;PARIS;Gaz;CHF0000616;8 RUE THUREAU DANGIN;CHAUDIERE;CHAUDIERE 3;X 1;VIESSMANN;CHAUDIERE 3 VITOPLEX 100;550 KW;;;09/09/2011;OUI;;;;;;;;
615EX;;EXPOSITIONS;315;07/07/1933;1/3/5/7/9/11 av pte de la Plaine;38/40/42 bld Lefèbvre;75015;PARIS;Gaz;CHF0000616;8 RUE THUREAU DANGIN;CHAUDIERE;CHAUDIERE 2;X 1;VIESSMANN;CHAUDIERE 2 VITOPLEX 100;550 KW;;;09/09/2011;OUI;;;;;;;;
615FL;;FALGUIERE 112;27;17/08/1934;Falguière (rue ) n° 112;;75015;PARIS;Gaz;CHF0000542;112 RUE FALGUIèRE;CHAUDIERE;CHAUDIERE;X 2;ATLANTIC GUILLOT;CHAUDIERE VARFREE;60;;;15/06/2016;OUI;;;Chaudière à haute performance énergétique;20/09/2016;112 rue Falguière;;;
615JS;;JEAN SICARD;275;20/01/1933;1/3/3b/5/7 rue Jean Sicard;82/84/86 Lefèbvre 4/6/8/10 Dierx;75015;PARIS;Gaz;CHF0000617;3 BIS RUE JEAN SICARD;CHAUDIERE;CHAUDIERE 1;X 1;ATLANTIC;CHAUDIERE 1 CONDENSECO;570 KW;;;15/06/2018;OUI;;;;;;;;
615JS;;JEAN SICARD;275;20/01/1933;1/3/3b/5/7 rue Jean Sicard;82/84/86 Lefèbvre 4/6/8/10 Dierx;75015;PARIS;Gaz;CHF0000617;3 BIS RUE JEAN SICARD;CHAUDIERE;CHAUDIERE 2;X 1;VIESSMANN;CHAUDIERE 2 VITOPLEX 100;570 KW;;;15/06/2009;OUI;;;;;;;;
615JS;;JEAN SICARD;275;20/01/1933;1/3/3b/5/7 rue Jean Sicard;82/84/86 Lefèbvre 4/6/8/10 Dierx;75015;PARIS;Gaz;CHF0000617;3 BIS RUE JEAN SICARD;CHAUDIERE;CHAUDIERE 3;X 1;VIESSMANN;CHAUDIERE 3 VITOPLEX 100;570 KW;;;15/06/2009;OUI;;;;;;;;
615LI;;LIEUVIN;385;27/06/1935;1/3/7/11/13 rue du Lieuvin;1/3/4 rue du Bessin;75015;PARIS;Gaz;CHF0000611;1 RUE DU LIEUVIN;CHAUDIERE;CHAUDIERE 1;X 1;DE DIETRICH;CHAUDIERE 1 GT 309/11;210/280 KW;;;01/01/2004;OUI;;;;;;;;
615LI;;LIEUVIN;385;27/06/1935;1/3/7/11/13 rue du Lieuvin;1/3/4 rue du Bessin;75015;PARIS;Gaz;CHF0000611;1 RUE DU LIEUVIN;CHAUDIERE;CHAUDIERE 2;X 1;DE DIETRICH;CHAUDIERE 2 GT 309/11;210/280 KW;;;01/01/2004;OUI;;;;;;;;
615LI;;LIEUVIN;385;27/06/1935;1/3/7/11/13 rue du Lieuvin;1/3/4 rue du Bessin;75015;PARIS;Gaz;CHF0000611;1 RUE DU LIEUVIN;CHAUDIERE;CHAUDIERE 3;X 1;DE DIETRICH;CHAUDIERE 3 GT 309/11;210/280 KW;;;01/01/2004;OUI;;;;;;;;
615LI;;LIEUVIN;383;27/06/1935;Lieuvin (rue du ) n° 1/13;;75015;PARIS;Gaz;CHF0000612;7 RUE DU LIEUVIN;CHAUDIERE;CHAUDIERE N° 1;X 1;DE DIETRICH;CHAUDIERE N° 1 GT 308/11;175/230 KW;;;01/01/2004;OUI;;;;;;;;
615LI;;LIEUVIN;383;27/06/1935;Lieuvin (rue du ) n° 1/13;;75015;PARIS;Gaz;CHF0000612;7 RUE DU LIEUVIN;CHAUDIERE;CHAUDIERE N° 2;X 1;DE DIETRICH;CHAUDIERE N° 2 GT 308/11;175/230 KW;;;01/01/2004;OUI;;;;;;;;
615LI;;LIEUVIN;383;27/06/1935;Lieuvin (rue du ) n° 1/13;;75015;PARIS;Gaz;CHF0000612;7 RUE DU LIEUVIN;CHAUDIERE;CHAUDIERE N° 3;X 1;DE DIETRICH;CHAUDIERE N° 3 GT 308/11;175/230 KW;;;01/01/2004;OUI;;;;;;;;
615LI;;LIEUVIN;383;27/06/1935;Lieuvin (rue du ) n° 1/13;;75015;PARIS;Gaz;CHF0000613;11 RUE DU LIEUVIN;CHAUDIERE;CHAUDIERE 1;X 1;DE DIETRICH;CHAUDIERE 1 GT 308/11;175/230 KW;;;01/01/2004;OUI;;;;;;;;
615LI;;LIEUVIN;383;27/06/1935;Lieuvin (rue du ) n° 1/13;;75015;PARIS;Gaz;CHF0000613;11 RUE DU LIEUVIN;CHAUDIERE;CHAUDIERE 2;X 1;DE DIETRICH;CHAUDIERE 2 GT 308/11;175/230 KW;;;01/01/2004;OUI;;;;;;;;
615LI;;LIEUVIN;383;27/06/1935;Lieuvin (rue du ) n° 1/13;;75015;PARIS;Gaz;CHF0000613;11 RUE DU LIEUVIN;CHAUDIERE;CHAUDIERE 3;X 1;DE DIETRICH;CHAUDIERE 3 GT 308/11;175/230 KW;;;01/01/2004;OUI;;;;;;;;
615LL;;LEBLANC;23;09/06/1933;Leblanc (rue ) n° 83;;75015;PARIS;Gaz;CHF0000541;83 RUE LEBLANC;CHAUDIERE;CHAUDIERE;X 2;ATLANTIC GUILLOT;CHAUDIERE VARFREE;60 kW;;;15/06/2016;OUI;;;Chaudière à haute performance énergétique;30/08/2017;83 RUE LEBLANC;;;
615MO;;MORILLONS;86;19/06/1935;Morillons (rue des ) n° 59;;75015;PARIS;Gaz;CHF0000543;59 RUE DES MORILLONS;CHAUDIERE;CHAUDIERE N° 1;X 1;BUDERUS;CHAUDIERE N° 1 LOGANO GE 315;200 KW;;;15/06/2007;OUI;;;;;;;;
615MO;;MORILLONS;86;19/06/1935;Morillons (rue des ) n° 59;;75015;PARIS;Gaz;CHF0000543;59 RUE DES MORILLONS;CHAUDIERE;CHAUDIERE N° 2;X 1;BUDERUS;CHAUDIERE N° 2 LOGANO GE 315;200 KW;;;15/06/2007;OUI;;;;;;;;
615SL;;SAINT LAMBERT;821;07/07/1933;174/180-188 rue Lecourbe;87/91/101 Croix Nivert;75015;PARIS;CPCU;CHF0000546;7 RUE FORMIGé;ECHANGEUR DE CHALEUR VAPEUR/EAU;ECHANGEUR DE CHALEUR VAPEUR/EAU;X 4;COLLARD ET TROLART;ECHANGEUR DE CHALEUR VAPEUR/EAU HELICOTHERM HT 200/62C;1200 KW;;;01/01/2013;OUI;;;"Chaudière basse température avec contrat d'exploitation
Raccordement d'un bâtiment résidentiel à un réseau de chaleur
Chaudière à condensation avec contrat d'exploitation";2014;2 rue Gustave Larroumet;;;
615SL;;SAINT LAMBERT;813;07/07/1933;Lecourbe (rue ) n° 174/188;;75015;PARIS;Gaz;CHF0000547;2 RUE LARROUMET;CHAUDIERE;CHAUDIèRE GAZ;X 2;VIESSMANN;CHAUDIèRE GAZ VITOCROSSAL 300 CT3;460 KW;;;01/01/2013;OUI;;;"Chaudière basse température avec contrat d'exploitation
Raccordement d'un bâtiment résidentiel à un réseau de chaleur
Chaudière à condensation avec contrat d'exploitation";2014;2 rue Gustave Larroumet;;;
615SL;;SAINT LAMBERT;813;07/07/1933;Lecourbe (rue ) n° 174/188;;75015;PARIS;Gaz;CHF0000547;2 RUE LARROUMET;CHAUDIERE;CHAUDIèRE GAZ;X 1;VIESSMANN;CHAUDIèRE GAZ VITOPLEX;200 KW;;;01/01/2013;OUI;;;"Chaudière basse température avec contrat d'exploitation
Raccordement d'un bâtiment résidentiel à un réseau de chaleur
Chaudière à condensation avec contrat d'exploitation";2014;2 rue Gustave Larroumet;;;
615SO;;SOUDAN;53;24/05/1935;1/3 rue du Soudan;;75015;PARIS;Gaz;CHF0000540;3 RUE DU SOUDAN;CHAUDIERE;CHAUDIERE 2;X 1;BUDERUS;CHAUDIERE 2 LOGANO GE315;170 kW;;;06/06/2007;OUI;;;;;;;;
615SO;;SOUDAN;53;24/05/1935;1/3 rue du Soudan;;75015;PARIS;Gaz;CHF0000540;3 RUE DU SOUDAN;CHAUDIERE;CHAUDIERE 1;X 1;BUDERUS;CHAUDIERE 1 LOGANO GE315;170 kW;;;06/06/2007;OUI;;;;;;;;
616EP;;EUGENE POUBELLE;42;24/05/1935;2 rue Eugène Poubelle;;75016;PARIS;Gaz;CHF0000583;2 RUE EUGèNE POUBELLE;CHAUDIERE;CHAUDIERE;X 2;BUDERUS;CHAUDIERE LOGANO;310;;;15/06/2010;OUI;;;;;;;;
616ML;;MOLITOR;263;04/07/1933;Murat (boulevard ) n° 56;;75016;PARIS;CPCU;CHF0000548;6 RUE LECOMTE DE NOUY;ECHANGEUR DE CHALEUR EAU/EAU;ECHANGEUR RéSEAU PRIMAIRE CHAUFFAGE;X 1;VITHERM;ECHANGEUR RéSEAU PRIMAIRE CHAUFFAGE;1035 KW;;;01/01/2012;OUI;;;;;;;;
616ML;;MOLITOR;263;04/07/1933;Murat (boulevard ) n° 56;;75016;PARIS;CPCU;CHF0000548;6 RUE LECOMTE DE NOUY;ECHANGEUR DE CHALEUR EAU/EAU;ECHANGEUR RéSEAU PRIMAIRE ECS;X 1;VITHERM;ECHANGEUR RéSEAU PRIMAIRE ECS;380 KW;;;01/01/2012;OUI;;;;;;;;
616MU;;MURAT;671;09/06/1933;Murat (boulevard ) n° 128/142;;75016;PARIS;CPCU;CHF0000558;3 RUE DORET;ECHANGEUR DE CHALEUR EAU/EAU;RéSEAU PRIMAIRE ECS;X 1;COLLARD ET TROLART;RéSEAU PRIMAIRE ECS;395 KW;;;01/01/2013;OUI;;;Réhabilitation d'un poste de livraison de chaleur;19/12/2013;3 rue Marcel Doret;;;
616MU;;MURAT;671;09/06/1933;Murat (boulevard ) n° 128/142;;75016;PARIS;CPCU;CHF0000558;3 RUE DORET;ECHANGEUR DE CHALEUR EAU/EAU;RéSEAU PRIMAIRE CHAUFFAGE;X 2;COLLARD ET TROLART;RéSEAU PRIMAIRE CHAUFFAGE;730 KW;;;01/01/2013;OUI;;;Réhabilitation d'un poste de livraison de chaleur;19/12/2013;3 rue Marcel Doret;;;
616MU;;MURAT;671;09/06/1933;Murat (boulevard ) n° 128/142;;75016;PARIS;CPCU;CHF0000559;142 BD MURAT;ECHANGEUR DE CHALEUR EAU/EAU;ECHANGEUR RéSEAU CHAUFFAGE;X 1;COLLARD ET TROLART;ECHANGEUR RéSEAU CHAUFFAGE;1300 KW;;;01/01/2013;OUI;;;Réhabilitation d'un poste de livraison de chaleur;19/12/2013;3 rue Marcel Doret;;;
616MU;;MURAT;671;09/06/1933;Murat (boulevard ) n° 128/142;;75016;PARIS;CPCU;CHF0000559;142 BD MURAT;ECHANGEUR DE CHALEUR EAU/EAU;ECHANGEUR RéSEAU ECS;X 1;COLLARD ET TROLART;ECHANGEUR RéSEAU ECS;450 KW;;;01/01/2013;OUI;;;Réhabilitation d'un poste de livraison de chaleur;19/12/2013;3 rue Marcel Doret;;;
616PM;;PERRICHONT MONT-BLANC;93;17/08/1934;Mont Blanc (square du ) n° 1/5 2/6;;75016;PARIS;Gaz;CHF0000554;1/6 SQUARE DU MONT BLANC;CHAUDIERE;CHAUDIERE;X 2;VIESSMANN;CHAUDIERE VITOROND;215;;;01/01/2003;OUI;;;;;;;;
616PM;;PERRICHONT MONT-BLANC;93;17/08/1934;Mont Blanc (square du ) n° 1/5 2/6;;75016;PARIS;Gaz;CHF0000554;1/6 SQUARE DU MONT BLANC;CHAUDIERE;CHAUDIERE;X 1;VIESSMANN;CHAUDIERE VITOCROSSAL;225;;;01/01/2003;OUI;;;;;;;;
616VE;;VERSAILLES;312;18/03/1935;30/34 av de Versailles 9 F.David;1à7 Blumenthal 1/5/7 P.Louys;75016;PARIS;Gaz;CHF0000581;7 RUE FLORENCE BLUMENTHAL;CHAUDIERE;CHAUDIERE;X 1;ELCO;CHAUDIERE TRIYON XL;291 kW;;;15/06/2018;OUI;;;;;;;;
616VE;;VERSAILLES;312;18/03/1935;30/34 av de Versailles 9 F.David;1à7 Blumenthal 1/5/7 P.Louys;75016;PARIS;Gaz;CHF0000581;7 RUE FLORENCE BLUMENTHAL;CHAUDIERE;CHAUDIERE;X 1;GUILLOT;CHAUDIERE VARINO;349;;;01/01/2003;OUI;;;;;;;;
616VE;;VERSAILLES;307;18/03/1935;Versailles (avenue de ) n° 30/34;;75016;PARIS;Gaz;CHF0000582;4 RUE FLORENCE BLUMENTHAL;CHAUDIERE;CHAUDIERE;X 2;VIESSMANN;CHAUDIERE VITOPLEX 100;325;;;01/01/2008;OUI;;;;;;;;
616VE;;VERSAILLES;307;18/03/1935;Versailles (avenue de ) n° 30/34;;75016;PARIS;Gaz;CHF0000582;4 RUE FLORENCE BLUMENTHAL;CHAUDIERE;CHAUDIERE;X 1;VIESSMANN;CHAUDIERE VITOCROSSAL 300;349;;;01/01/2008;OUI;;;;;;;;
617CO;;COURCELLES;899;01/01/1930;210/214 rue de Courcelles;148/150/152/154/158/160 Berthier;75017;PARIS;CPCU;CHF0000589;13 RUE SENLIS;ECHANGEUR DE CHALEUR VAPEUR/EAU;ECHANGEUR DE CHALEUR VAPEUR/EAU;X 3;COLLARD ET TROLART;ECHANGEUR DE CHALEUR VAPEUR/EAU HT 250/88 C;1350 kW;;;01/01/2011;OUI;;;;;;;;
617CO;;COURCELLES;899;01/01/1930;210/214 rue de Courcelles;148/150/152/154/158/160 Berthier;75017;PARIS;CPCU;CHF0000589;13 RUE SENLIS;ECHANGEUR DE CHALEUR VAPEUR/EAU;ECHANGEUR DE CHALEUR VAPEUR/EAU;X 1;COLLARD ET TROLART;ECHANGEUR DE CHALEUR VAPEUR/EAU HT 200/62 C;900 kW;;;01/01/2011;OUI;;;;;;;;
617JM;;JEAN MOREAS;151;30/11/1934;1/3/5/7/9 rue Jean Moréas;;75017;PARIS;Gaz;CHF0000591;5 RUE JEAN MORéAS;CHAUDIERE;CHAUDIERE;X 2;DE DIETRICH;CHAUDIERE C310;500;;;09/09/2011;OUI;;;;;;;;
617SC;;GOUVION SAINT-CYR;562;27/12/1932;20/22/24/26/28/30bd Gouvion StCy;1à8 Graisivaudan 4/10pte Villier;75017;PARIS;Gaz;CHF0000590;2 SQUARE DU GRAISIVAUDAN;CHAUDIERE;CHAUDIERE;X 2;VIESSMANN;CHAUDIERE VITOCROSSAL 300;978 kW;;;01/01/2008;OUI;;;;;;;;
617SC;;GOUVION SAINT-CYR;562;27/12/1932;20/22/24/26/28/30bd Gouvion StCy;1à8 Graisivaudan 4/10pte Villier;75017;PARIS;Gaz;CHF0000590;2 SQUARE DU GRAISIVAUDAN;CHAUDIERE;CHAUDIERE;X 2;GUILLOT;CHAUDIERE TOTALTUB ST 1060;1060 kW;;;01/01/2007;OUI;;;;;;;;
618CO;;COTTIN;32;27/06/1933;Cottin (passage ) n° 3/3BIS;;75018;PARIS;Gaz;CHF0000592;3/3BIS PASSAGE COTTIN;CHAUDIERE;CHAUDIèRE GAZ à CONDENSATION;X 2;GUILLOT;CHAUDIèRE GAZ à CONDENSATION CONDENSINOX 100;97 KW;;;01/01/2010;OUI;;;Isolation de combles ou de toitures;05/07/2017;3/3bis passage Cottin;;;
618LM;;LAMARCK;86;07/11/1933;25/27/29 rue Lamarck;14/16 rue Becquerel;75018;PARIS;Gaz;CHF0000555;25/29 RUE LAMARCK;CHAUDIERE;CHAUDIèRE GAZ;X 2;DE DIETRICH;CHAUDIèRE GAZ GT410;315/430;;;01/01/2001;OUI;;;Chaudière      collective      haute      performance énergétique avec contrat  assurant  la  conduite de l’installation;02/08/2022;25-27-29 rue Lamarck 14-16 rue Becquerel;;;
619SR;;SERURIER;614;10/10/1932;Sérurier (boulevard ) n° 54/72;;75019;PARIS;Gaz;CHF0000556;3 RUE ALPHONSE AULARD;CHAUDIERE;CHAUDIERE;X 1;DE DIETRICH;CHAUDIERE GT 309C;280;;;01/01/2002;OUI;;;;;;;;
619SR;;SERURIER;614;10/10/1932;Sérurier (boulevard ) n° 54/72;;75019;PARIS;Gaz;CHF0000556;3 RUE ALPHONSE AULARD;CHAUDIERE;CHAUDIERE;X 1;DE DIETRICH;CHAUDIERE GT 409C;370;;;01/01/2002;OUI;;;;;;;;
619SR;;SERURIER;614;10/10/1932;Sérurier (boulevard ) n° 54/72;;75019;PARIS;Gaz;CHF0000601;2 AV DEBIDOUR;CHAUDIERE;CHAUDIERE 2;X 1;DE DIETRICH;CHAUDIERE 2 C310 ECO;573;;;01/01/2007;OUI;;;;;;;;
619SR;;SERURIER;614;10/10/1932;Sérurier (boulevard ) n° 54/72;;75019;PARIS;Gaz;CHF0000601;2 AV DEBIDOUR;CHAUDIERE;CHAUDIERE 1;X 1;DE DIETRICH;CHAUDIERE 1 C310 ECO;573;;;01/01/2007;OUI;;;;;;;;
619SR;;SERURIER;614;10/10/1932;Sérurier (boulevard ) n° 54/72;;75019;PARIS;Gaz;CHF0000602;72 BD SéRURIER;CHAUDIERE;CHAUDIERE;X 2;VIESSMANN;CHAUDIERE VITOROND 200;500;;;01/01/2005;OUI;;;;;;;;
619SR;;SERURIER;614;10/10/1932;Sérurier (boulevard ) n° 54/72;;75019;PARIS;Gaz;CHF0000603;109 BD SéRURIER;CHAUDIERE;CHAUDIERE 2;X 1;DE DIETRICH C230;CHAUDIERE 2 130ECO;120;;;01/01/2008;OUI;;;;;;;;
619SR;;SERURIER;614;10/10/1932;Sérurier (boulevard ) n° 54/72;;75019;PARIS;Gaz;CHF0000603;109 BD SéRURIER;CHAUDIERE;CHAUDIERE 1;X 1;DE DIETRICH C230;CHAUDIERE 1 130 ECO;120;;;01/01/2008;OUI;;;;;;;;
620BE;;BELGRAND;193;03/03/1933;31/37 Belgrand 5 Géo Chavez;11/15 Martin Garat 21 Lt Chauré;75020;PARIS;Gaz;CHF0000561;12 RUE ETIENNE MAREY;CHAUDIERE;CHAUDIERE 1;X 1;DE DIETRICH;CHAUDIERE 1 GT 308C;270;;;01/01/2002;OUI;;;;;;;;
620BE;;BELGRAND;193;03/03/1933;31/37 Belgrand 5 Géo Chavez;11/15 Martin Garat 21 Lt Chauré;75020;PARIS;Gaz;CHF0000561;12 RUE ETIENNE MAREY;CHAUDIERE;CHAUDIERE 2;X 1;DE DIETRICH;CHAUDIERE 2 GT 307;200;;;01/01/2002;OUI;;;;;;;;
620BE;;BELGRAND;191;03/03/1933;Belgrand (rue ) n° 31/37;;75020;PARIS;Gaz;CHF0000562;46 RUE ETIENNE MAREY;CHAUDIERE;CHAUDIERE 1;X 1;DE DIETRICH;CHAUDIERE 1 GTG 304 C;110;;;01/01/2002;OUI;;;;;;;;
620BE;;BELGRAND;191;03/03/1933;Belgrand (rue ) n° 31/37;;75020;PARIS;Gaz;CHF0000562;46 RUE ETIENNE MAREY;CHAUDIERE;CHAUDIERE 2;X 1;DE DIETRICH;CHAUDIERE 2 GT 304;90;;;01/01/2002;OUI;;;;;;;;
620BE;;BELGRAND;191;03/03/1933;Belgrand (rue ) n° 31/37;;75020;PARIS;Gaz;CHF0000594;31 RUE BELGRAND;CHAUDIERE;CHAUDIERE N°2;X 1;VIESSMANN;CHAUDIERE N°2 VITOROND 200;320;;;01/01/2003;OUI;;;;;;;;
620BE;;BELGRAND;191;03/03/1933;Belgrand (rue ) n° 31/37;;75020;PARIS;Gaz;CHF0000594;31 RUE BELGRAND;CHAUDIERE;CHAUDIERE N°3;X 1;VIESSMANN;CHAUDIERE N°3 VITOROND 200;320;;;01/01/2003;OUI;;;;;;;;
620BE;;BELGRAND;191;03/03/1933;Belgrand (rue ) n° 31/37;;75020;PARIS;Gaz;CHF0000594;31 RUE BELGRAND;CHAUDIERE;CHAUDIERE N°1;X 1;VIESSMANN;CHAUDIERE N°1 VITOROND 200;320;;;01/01/2003;OUI;;;;;;;;
620GM;;GOT MARIE-LAURENT;515;17/01/1935;Got (square ) n° 1/7;;75020;PARIS;Gaz;CHF0000598;3 ALLéE MARIE LAURENT;CHAUDIERE;CHAUDIERE;X 2;VIESSMANN;CHAUDIERE VITOPLEX 100 SX1;500;;;01/01/2005;OUI;;;;;;;;
620GM;;GOT MARIE-LAURENT;515;17/01/1935;Got (square ) n° 1/7;;75020;PARIS;Gaz;CHF0000598;3 ALLéE MARIE LAURENT;CHAUDIERE;CHAUDIERE;X 1;VIESSMANN;CHAUDIERE VITOCROSSAL 300SX1;575;;;01/01/2005;OUI;;;;;;;;
620GM;;GOT MARIE-LAURENT;520;17/01/1935;1/2/3/5/7 sq Got 3 Pyrénées;1/3/5/7/9/11 Allée Marie Laurent;75020;PARIS;Gaz;CHF0000599;2 SQUARE GOT;CHAUDIERE;CHAUDIERE 2;X 1;DE DIETRICH;CHAUDIERE 2 C 310-500 ECO VG GS 7;499;;;01/01/2007;OUI;;;;;;;;
620GM;;GOT MARIE-LAURENT;520;17/01/1935;1/2/3/5/7 sq Got 3 Pyrénées;1/3/5/7/9/11 Allée Marie Laurent;75020;PARIS;Gaz;CHF0000599;2 SQUARE GOT;CHAUDIERE;CHAUDIERE 4;X 1;DE DIETRICH;CHAUDIERE 4 C 310-500 ECO VG GS 7;499;;;01/01/2007;OUI;;;;;;;;
620GM;;GOT MARIE-LAURENT;520;17/01/1935;1/2/3/5/7 sq Got 3 Pyrénées;1/3/5/7/9/11 Allée Marie Laurent;75020;PARIS;Gaz;CHF0000599;2 SQUARE GOT;CHAUDIERE;CHAUDIERE 1;X 1;DE DIETRICH;CHAUDIERE 1 C 310-500 ECO VG GS 7;499;;;01/01/2007;OUI;;;;;;;;
620GM;;GOT MARIE-LAURENT;520;17/01/1935;1/2/3/5/7 sq Got 3 Pyrénées;1/3/5/7/9/11 Allée Marie Laurent;75020;PARIS;Gaz;CHF0000599;2 SQUARE GOT;CHAUDIERE;CHAUDIERE 3;X 1;DE DIETRICH;CHAUDIERE 3 C 310-500 ECO VG GS 7;499;;;01/01/2007;OUI;;;;;;;;
620GR;;GRANDS CHAMPS;30;07/09/1934;Grands Champs (rue des ) n° 3;;75020;PARIS;Gaz;CHF0000607;3 RUE DES GRANDS CHAMPS;CHAUDIERE;CHAUDIERE;X 2;ATLANTIC GUILLOT;CHAUDIERE CONDENSINOX 60;60;;;01/01/2012;OUI;;;;;;;;
620MM;;CHINE-MENILMONTANT;231;20/11/1934;Chine (rue de la ) n° 48/58;;75020;PARIS;Gaz;CHF0000593;48 RUE DE LA CHINE;CHAUDIERE;CHAUDIERE N°1;X 1;DE DIETRICH;CHAUDIERE N°1 GT 408;310;;;01/01/2003;OUI;;;Chaudière      collective      haute      performance énergétique avec contrat  assurant  la  conduite de l’installation;18/10/2022;48 RUE DE LA CHINE;;;
620MM;;CHINE-MENILMONTANT;231;20/11/1934;Chine (rue de la ) n° 48/58;;75020;PARIS;Gaz;CHF0000593;48 RUE DE LA CHINE;CHAUDIERE;CHAUDIERE N°2;X 1;DE DIETRICH;CHAUDIERE N°2 GT 408;310;;;01/01/2003;OUI;;;Chaudière      collective      haute      performance énergétique avec contrat  assurant  la  conduite de l’installation;18/10/2022;48 RUE DE LA CHINE;;;
620MM;;CHINE-MENILMONTANT;231;20/11/1934;Chine (rue de la ) n° 48/58;;75020;PARIS;Gaz;CHF0000593;48 RUE DE LA CHINE;CHAUDIERE;CHAUDIERE N°3;X 1;DE DIETRICH;CHAUDIERE N°3 GT 309/11;325;;;01/01/2003;OUI;;;Chaudière      collective      haute      performance énergétique avec contrat  assurant  la  conduite de l’installation;18/10/2022;48 RUE DE LA CHINE;;;
620MM;;CHINE-MENILMONTANT;231;20/11/1934;Chine (rue de la ) n° 48/58;;75020;PARIS;Gaz;CHF0000615;61 RUE DE LA CHINE;CHAUDIERE;CHAUDIERE;X 2;GUILLOT;CHAUDIERE CONDENSINOX 60;60;;;01/01/2012;OUI;;;Chaudière      collective      haute      performance énergétique avec contrat  assurant  la  conduite de l’installation;18/10/2022;48 RUE DE LA CHINE;;;
